tlist,excited_pop,coherence,rc_pop
0.30000000000000004,0.9984474162322973,0.06104320113683806,3.672026203203945
0.4,0.9984388615134445,0.06225110541878114,1.7768930348568293
0.5,0.998567148715844,0.05632098523964651,4.482324941447539
0.6000000000000001,0.9989365984863945,0.04197334661442591,3.4389607252895145
0.7000000000000001,0.998442601880911,0.06106926302788929,5.995309736201265
0.8,0.998605452809559,0.05515967290972174,3.043009563655673
0.9,0.9985241955576994,0.05808741205891546,4.076577364520886
1.0,0.9986372848020848,0.05404103929979734,3.7292107996244783
1.1,0.998503415173675,0.0586551930189736,5.918323592753406
1.2000000000000002,0.9987361235374917,0.05005073433578128,3.494839175552762
1.3,0.9987757190636093,0.04812928943947007,3.5436734900606868
1.4000000000000001,0.9986302315907891,0.054530854246478175,1.6682580142509151
1.5,0.9985217244006215,0.05790694724422919,5.486993008692088
1.6,0.998477842891819,0.060195100983338176,2.7755398829033004
1.7000000000000002,0.998603905291307,0.055480223106077656,2.164027955005433
1.8,0.9985892706321097,0.05589596054313506,1.5573856414885054
1.9000000000000001,0.9985897234328405,0.055118903758085785,4.724573339394708
2.0,0.9984020645606073,0.06321921269078118,2.161389374510287
2.1,0.998666124155697,0.05275557190698383,3.4390582822700737
2.2,0.9985537724201901,0.05718489042009922,2.060089198056444
2.3000000000000003,0.9985054218953068,0.0587639482526286,4.497779994427296
2.4000000000000004,0.9985958579194093,0.05550908211942244,4.101258661776063
2.5,0.9985540533114318,0.056876276480709476,5.011804865548377
2.6,0.9986474153989782,0.0534562644441698,2.6102218829199635
2.7,0.9985750750917528,0.05608430041385352,5.03912660119468
2.8000000000000003,0.9985518086140618,0.05689917994823532,3.88735042184126
2.9000000000000004,0.9984965152676769,0.05875944658253944,6.005575994196145
3.0,0.9985072835572456,0.059166347355759416,2.97156299555969
3.1,0.998647278219979,0.053690149786527655,2.9078472893750362
3.2,0.9985436715484444,0.057415397738037985,3.3662089254057928
3.3000000000000003,0.9985263674563485,0.057773384314508534,5.4006911058935945
3.4000000000000004,0.9988148383754509,0.046919070774463126,1.2674524109066907
3.5,0.9986404007574087,0.053828409289140414,2.7719587863580535
3.6,0.9986135736714465,0.05504264069383352,2.6403537902680765
3.7,0.9985284765421112,0.05775208204153965,3.8325313933284337
3.8000000000000003,0.998661625131082,0.05301409737629481,2.0503633331608713
3.9000000000000004,0.998622004247848,0.05426080765207967,3.4386745651328936
4.0,0.9988435342987235,0.04589228171780867,2.059084957668763
4.1000000000000005,0.9986027313669077,0.05505812078811398,4.803931360572372
4.2,0.9986637748050442,0.05290286708459729,3.824726657427165
4.3,0.99855403712922,0.05697443663273181,4.2351480029320605
4.4,0.998557693762599,0.05712205603273209,2.7860566890248615
4.5,0.9985091653876979,0.05843379473244651,4.9552945936683965
4.6000000000000005,0.9985760237837058,0.05609348468816793,5.072410004732886
4.7,0.9986099032410651,0.05477592524309969,4.981718943476921
4.800000000000001,0.998768011434066,0.049109385947878274,1.6095973201629172
4.9,0.9984925510382916,0.05910041291711566,4.863051508670553
5.0,0.9985630249140148,0.0566175583349476,4.240179740669801
5.1000000000000005,0.9986566149287391,0.05311134150614178,3.0150512870087525
5.2,0.9987255281228183,0.050595736733133036,2.0622235032292235
5.300000000000001,0.9986938701526249,0.05130971841803184,3.8851857973794766
5.4,0.9986250950728215,0.054472568556887584,1.9846557716423316
5.5,0.9985941436428393,0.0554974083841211,3.4140604125865637
5.6000000000000005,0.9985694477701251,0.05632848232680787,2.741557365928475
5.7,0.9986118511313731,0.05480295791217579,2.7896155765683113
5.800000000000001,0.99863402147144,0.054321179309361575,2.667795426396857
5.9,0.9985485121608486,0.05698232504245929,4.894283934323757
6.0,0.9985628529736716,0.056472031225255376,3.5620400661093448
